Value,Synonyms
Handkerchief,"handkerchief, handkerchiefs"
Hat,"hat, hats"
HawaiianShirt,"hawaiian shirt, hawaiian shirts"
HazmatSuit,"hazmat suit, hazmat suits"
Headscarf,"headscarf, headscarfs"
Helmet,"helmet, helmets"
HighHeel,"high heel, high heels"
Hoodie,"hoodie, hoodies"
Hose,"hose, hoses"
Hosiery,"hosieries, hosiery"
HospitalGown,"hospital gown, hospital gowns"
Houndstooth,houndstooth
Housecoat,"housecoat, housecoats"
Jacket,"jacket, jackets"
Jeans,jeans
Jersey,"jersey, jerseys"
Jewelry,jewelry
Jumper,"jumper, jumpers"
Jumpsuit,"jumpsuit, jumpsuits"
Kerchief,"kerchief, kerchiefs"
Khakis,khakis
Kilt,"kilt, kilts"
Kimono,"kimono, kimonos"
Knickers,knickers
LabCoat,"lab coat, lab coats"
LeatherJacket,"leather jacket, leather jackets"
Lederhosen,lederhosen
LegWarmer,"leg warmer, leg warmers"
Legging,"legging, leggings"
Leotard,"leotard, leotards"
LifeJacket,"life jacket, life jackets"
Lingerie,lingerie
Loafer,"loafer, loafers"
Loincloth,"loincloth, loincloths"
LongUnderwear,"long underwear, long underwears"
Longjohns,longjohns
Miniskirt,"miniskirt, miniskirts"
Mittens,"mitten, mittens"
Moccasin,"moccasin, moccasins"
Mumu,"mumu, mumus"
Neckerchief,"neckerchief, neckerchiefs"
Necklace,"necklace, necklaces"
Nightgown,"nightgown, nightgowns"
Nightshirt,"nightshirt, nightshirts"
Onesie,"onesie, onesies"
Outerwear,outerwear
Outfit,"outfit, outfits"
Overalls,overalls
Overcoat,"overcoat, overcoats"
Overshirt,"overshirt, overshirts"
Pajama,"pajama, pajamas"
PanamaHat,"panama hat, panama hats"
Pants,pants
Pantsuit,"pantsuit, pantsuits"
Pantyhose,pantyhose
Parka,"parka, parkas"
PeaCoat,"pea coat, pea coats"
Petticoat,"petticoat, petticoats"
Pleat,"pleat, pleats"
Pocket,"pocket, pockets"
Pocketbook,"pocketbook, pocketbooks"
PoloShirt,"polo shirt, polo shirts"
Poncho,"poncho, ponchos"
PoodleSkirt,"poodle skirt, poodle skirts"
PorkpieHat,"porkpie hat, porkpie hats"
Pullover,"pullover, pullovers"
Pumps,"pumps, pumpses"
Purse,"purse, purses"
Raincoat,"raincoat, raincoats"
Ring,"ring, rings"
Robe,"robe, robes"
RugbyShirt,"rugby shirt, rugby shirts"
Sandal,"sandal, sandals"
Sari,"sari, saris"
Sarong,"sarong, sarongs"
Scarf,"scarf, scarves"
SchoolUniform,"school uniform, school uniforms"
Scrubs,scrubs
Shawl,"shawl, shawls"
SheathDress,"sheath dress, sheath dresses"
Shirt,"shirt, shirts"
Shoe,"shoe, shoes"
Shorts,shorts
ShoulderPad,"shoulder pad, shoulder pads"
Singlet,"singlet, singlets"
Skirt,"skirt, skirts"
Slacks,slacks
Slip,"slip, slips"
Slipper,"slipper, slippers"
Smock,"smock, smocks"
Sneaker,"sneaker, sneakers"
SnowPants,"snow pant,   snow pants,  snowpant, snowpants"
Sock,"sock, socks"
Sombrero,"sombrero, sombreros"
Spacesuit,"spacesuit, spacesuits"
StetsonHat,"stetson hat, stetson hats"
Stocking,"stocking, stockings"
Stole,"stole, stoles"
Suit,"suit, suits"
SunHat,"sun hat, sun hats"
Sunbonnet,"sunbonnet, sunbonnets"
Sundress,"sundress, sundresses"
Sunglasses,sunglasses
Suspenders,suspenders
Sweater,"sweater, sweaters"
Sweatpants,sweatpants
Sweatshirt,"sweatshirt, sweatshirts"
Sweatsuit,"sweatsuit, sweatsuits"
Swimsuit,"swimsuit, swimsuits"
TShirt,"t-shirt, t-shirts"
Tam,"tam, tams"
TankTop,"tank top, tank tops"
